OBJECTID,NUEVOS_CASOS,TOTAL_CASOS,TOTAL_MUERTES,TOTAL_RECUPERADOS,FECHA_ACTUALIZACION,GlobalID,NUEVOS_MUERTOS,NUEVO_RECUPERADOS
784,8769,1007711,30000,907379,2020/10/24 05:00:00+00,3c94d21d-eb51-40e6-8723-f71783904547,198,5727
785,8174,1015885,30154,915451,2020/10/25 05:00:00+00,6e1bc0e6-7f95-4ce1-bcbf-f25e4179623a,154,8072
786,9167,1025052,30348,924044,2020/10/26 05:00:00+00,605d6082-2e8c-47c3-96b0-2016e89641a3,194,8593
787,8166,1033218,30565,932882,2020/10/27 05:00:00+00,51932b12-7ad1-4b2c-b04a-9b03ed0bd599,217,8838
788,8717,1041935,30753,941874,2020/10/28 05:00:00+00,a492ca45-1b2f-4001-89fe-0fd641db3fd6,188,8992
789,11187,1053122,30926,950348,2020/10/29 05:00:00+00,47b3b6c8-473a-4486-aac8-d69ff56dd695,173,8474
790,10029,1063151,31135,959433,2020/10/30 05:00:00+00,061f00c5-b1a8-48a2-9a68-d84095995523,209,9085
791,11033,1074184,31314,969230,2020/10/31 05:00:00+00,db80ef8e-7edc-47c4-aff6-055627c1e39f,179,9797
792,9137,1083321,31515,977804,2020/11/01 05:00:00+00,4504e97e-8332-49f6-99b8-75de99e6413e,201,8574
793,9935,1093256,31670,985796,2020/11/02 05:00:00+00,96e3f52f-741a-45be-9579-25f907e3ce74,155,7992
794,6136,1099392,31847,993877,2020/11/03 05:00:00+00,a72cf6c5-060d-4856-8aeb-abdc75952a88,177,8081
795,8692,1108084,32013,1002202,2020/11/04 05:00:00+00,ad42910a-016c-4dd3-81f4-dee571080897,166,8325
796,9893,1117977,32209,1011166,2020/11/05 05:00:00+00,e8dce5a9-1efa-40d1-a8e6-5bd150320947,196,8964
797,9756,1127733,32405,1020263,2020/11/06 05:00:00+00,ccb88a50-b579-406e-9d1d-f3ad51c954e2,196,9097
798,8714,1136447,32595,1029082,2020/11/07 05:00:00+00,614fc369-4f89-4bf4-9579-a4e8753e5312,190,8819
799,7440,1143887,32791,1038082,2020/11/08 05:00:00+00,bcc3bc18-9897-4cd8-b3db-e4c38e94aea3,196,9000
800,5176,1149063,32974,1047017,2020/11/09 05:00:00+00,c23285c2-a10c-496f-94ac-2fd0c9ef962b,183,8935
801,7612,1156675,33148,1059237,2020/11/10 05:00:00+00,34976433-ebc2-40a8-a0ce-ab3fefe50b8f,174,12220
802,8651,1165326,33312,1070423,2020/11/11 05:00:00+00,05a7e7c4-2a97-4aa0-b555-0eca35eeb615,164,11186
803,8686,1174012,33491,1081691,2020/11/12 05:00:00+00,7ff827b2-b511-4e5e-8f23-7387de8304e0,179,11268
804,8685,1182697,33669,1089340,2020/11/13 05:00:00+00,b1cf091c-7d01-4217-b743-a324a3d00200,178,7649
805,8307,1191004,33829,1097576,2020/11/14 05:00:00+00,0a7a45fb-4da6-4d83-8613-8fea60216217,160,8236
806,7742,1198746,34031,1104956,2020/11/15 05:00:00+00,836288fc-fbfe-4763-ba27-5157565cf4f5,202,7380
807,6471,1205217,34223,1111867,2020/11/16 05:00:00+00,deff91ad-75fd-475c-adda-089ac49738a5,192,6911
808,5911,1211128,34381,1118902,2020/11/17 05:00:00+00,edab44c9-db86-4503-8920-2ef3f6515adb,158,7035
809,6875,1218003,34563,1125184,2020/11/18 05:00:00+00,9c6ebaf1-71f1-4bfe-9a79-68b706e170af,182,6282
810,7487,1225490,34761,1132393,2020/11/19 05:00:00+00,e961c943-45bc-4c77-99bb-97108a747abb,198,7209
811,7954,1233444,34929,1138581,2020/11/20 05:00:00+00,bf977ed2-32aa-413a-a021-2ea1ed45e32e,168,6188
812,7049,1240493,35104,1144923,2020/11/21 05:00:00+00,88501b08-1633-4303-a320-f88dff15ece3,175,6342
813,7924,1248417,35287,1150932,2020/11/22 05:00:00+00,0045a719-ea95-4fa0-b2ee-ce68ef00ba15,183,6009
814,6562,1254979,35479,1158897,2020/11/23 05:00:00+00,b404ef49-6479-4e37-ae78-da6f3f39c5d2,192,7965
815,7515,1262494,35677,1167857,2020/11/24 05:00:00+00,41de1034-f91e-4093-8700-6c6255c7c406,198,8960
816,8497,1270991,35860,1174959,2020/11/25 05:00:00+00,b5a24303-e54a-458b-a0f8-7a81265a6214,183,7102
817,9496,1280487,36019,1181753,2020/11/26 05:00:00+00,0321deb0-54f8-45c7-99e7-e80ea8643219,159,6794
818,10023,1290510,36214,1189499,2020/11/27 05:00:00+00,06d1a650-d5ce-4eb2-a62d-394bbbbe0e03,195,7746
819,9103,1299613,36401,1197204,2020/11/28 05:00:00+00,ca495893-1a3c-4ef2-aa5d-e6a2724f71ce,187,7705
820,8763,1308376,36584,1204452,2020/11/29 05:00:00+00,099c4d0b-4e6e-4757-b667-755dc617666f,183,7248
821,8430,1316806,36766,1210489,2020/11/30 05:00:00+00,e66b2e5f-87d9-4742-bb67-f024d594fd7f,182,6037
822,7986,1324792,36934,1217647,2020/12/01 05:00:00+00,cdd72d59-9fcc-46ac-9d15-659b37e04f77,168,7158
823,9297,1334089,37117,1225635,2020/12/02 05:00:00+00,eaa838f3-1a71-4f91-a092-5f1a8972e9dd,183,7988
824,9233,1343322,37305,1233115,2020/12/03 05:00:00+00,311761a5-13f3-4d3a-aa1d-09ad110d0fd0,188,7480
825,9285,1352607,37467,1240990,2020/12/04 05:00:00+00,70ac6ba9-3581-4ad6-988a-ee598fbe3c0b,162,7875
826,9642,1362249,37633,1249702,2020/12/05 05:00:00+00,1ecc8198-3af2-412d-89c4-f7aa249d9f9b,166,8712
827,8854,1371103,37807,1257410,2020/12/06 05:00:00+00,100cca79-95be-4932-a0b5-bfdd3d5aaa7a,174,7708
828,5997,1377100,37995,1267595,2020/12/07 05:00:00+00,bdead75a-a53b-4f32-9700-6b10d23bdf41,188,10185
829,7510,1384610,38158,1278326,2020/12/08 05:00:00+00,ee51d413-3afb-4906-99f7-f75b4388f2aa,163,10731
830,7523,1392133,38308,1287597,2020/12/09 05:00:00+00,fb5877f2-2c97-4b52-91b9-1d45796416ee,150,9271
831,7778,1399911,38484,1296420,2020/12/10 05:00:00+00,8191b293-5866-43ac-a4b6-6ca35853d026,176,8823
832,8998,1408909,38669,1304299,2020/12/11 05:00:00+00,a244861c-5e95-441c-a63a-445aa6646ea9,185,7879
833,8163,1417072,38866,1310425,2020/12/12 05:00:00+00,7a2ec775-6c7d-4eb4-a083-4c2dd37a6fe0,197,6126
834,8702,1425774,39053,1314836,2020/12/13 05:00:00+00,b24cdd9d-0e4f-4ea0-be64-6ca9ce93b948,187,4411
835,8742,1434516,39195,1321469,2020/12/14 05:00:00+00,a547ce61-c00a-4ffe-b9d2-9ac8caee208c,142,6633
836,10130,1444646,39356,1328430,2020/12/15 05:00:00+00,a1813d70-f83b-4c46-95e0-c336a32d9a43,161,6961
837,11953,1456599,39560,1336166,2020/12/16 05:00:00+00,7995e439-7b39-4de1-8b1e-b0459e2582a6,204,7736
838,12196,1468795,39787,1343819,2020/12/17 05:00:00+00,dd3ad305-2a52-45ce-84e0-a1092afeaeab,227,7653
839,13277,1482072,40019,1354021,2020/12/18 05:00:00+00,124e8c4a-f0cd-4cee-9ffe-49fc2028bd59,232,10202
840,13990,1496062,40268,1362543,2020/12/19 05:00:00+00,b43742df-fafa-47d7-b064-ee6097dc0200,249,8522
841,11160,1507222,40475,1373332,2020/12/20 05:00:00+00,4571e982-5c9a-4236-b065-53e34723b815,207,10789
842,10845,1518067,40680,1382340,2020/12/21 05:00:00+00,9e9fa85f-f346-45d5-be33-ffda3144a84c,205,9008
843,12526,1530593,40931,1394374,2020/12/22 05:00:00+00,02cf6722-3e16-4e2b-85cd-969d692f45c4,251,12034
844,14233,1544826,41174,1404168,2020/12/23 05:00:00+00,25ae34d0-850e-4697-bef7-e5695b5ccadf,243,9794
845,14940,1559766,41454,1417316,2020/12/24 05:00:00+00,cc35a266-55f7-4698-9e68-c0df7247a666,280,13148
846,14941,1574707,41690,1430709,2020/12/25 05:00:00+00,d3f34954-4bb9-42b9-97bd-8ad79c451929,236,13393
847,10196,1584903,41943,1444041,2020/12/26 05:00:00+00,986e9d47-583f-4887-ac8d-48b316a54e67,253,13332
848,9594,1594497,42171,1455975,2020/12/27 05:00:00+00,f152c12d-c3ae-4409-b43d-9a7543443d1a,228,11934
849,9310,1603807,42374,1469041,2020/12/28 05:00:00+00,37ae2a65-936d-4f6d-a5f7-af4965754891,203,13066
850,11015,1614822,42620,1483027,2020/12/29 05:00:00+00,7f52eefa-4b21-4f9f-9796-f5b751c42562,246,13986
851,11639,1626461,42909,1497180,2020/12/30 05:00:00+00,aa596bab-6aef-4eba-a05b-3a7acd5fc5c6,289,14153
852,16314,1642775,43213,1508419,2020/12/31 05:00:00+00,921dc964-3412-436b-8525-45a230fcb049,304,11239
853,12105,1654880,43495,1520548,2021/01/01 05:00:00+00,041d8483-836a-4954-bb51-126504cf7f2e,282,12129
854,11528,1666408,43765,1530973,2021/01/02 05:00:00+00,419eb560-bd85-4b50-88c2-a0163c386214,270,10425
855,9412,1675820,43965,1542353,2021/01/03 05:00:00+00,ad363948-6ea5-4164-b5dd-ecfc1bc8de58,200,11380
856,10311,1686131,44187,1552177,2021/01/04 05:00:00+00,38293afb-eb86-484e-9ac3-699dc560c3ff,222,9824
857,16835,1702966,44426,1559010,2021/01/05 05:00:00+00,b65da743-fd05-401d-bd2e-5fd4c32203c9,239,6833
858,16805,1719771,44723,1569578,2021/01/06 05:00:00+00,196f20c8-b179-40ec-aedd-6fcd5b0121c8,297,10568
859,17576,1737347,45067,1580285,2021/01/07 05:00:00+00,523cd3d4-de64-461d-8485-cdd145bbc054,344,10707
860,18221,1755568,45431,1597160,2021/01/08 05:00:00+00,59e51a3b-a4c7-4682-8e53-b910595c76ab,364,16875
861,15795,1771363,45784,1609564,2021/01/09 05:00:00+00,656abae0-b938-4490-9d9e-783b73205ffc,353,12404
862,15537,1786900,46114,1621019,2021/01/10 05:00:00+00,4e7f51bf-f4db-431e-8382-0a34219c591a,330,11455
863,15003,1801903,46451,1632614,2021/01/11 05:00:00+00,53ae7b4a-740a-4b8f-9b37-a02cd8aad831,337,11595
864,14179,1816082,46782,1646892,2021/01/12 05:00:00+00,966bb745-9603-4fcd-a5d8-27940c5b6f71,331,14278
865,15898,1831980,47124,1665003,2021/01/13 05:00:00+00,58a220d3-be9e-41ca-9e7d-3acc034c7c23,342,18111
866,17121,1849101,47491,1683835,2021/01/14 05:00:00+00,00a430a8-d268-44bd-b0d9-da2f5949c27d,367,18832
867,21078,1870179,47868,1698457,2021/01/15 05:00:00+00,18a7578f-8ec0-4318-9a7a-28d8512c6be2,377,14622
868,20855,1891034,48256,1711924,2021/01/16 05:00:00+00,04cffdda-1ea8-47a5-bcdf-8710085d22ed,388,13467
869,17379,1908413,48631,1729633,2021/01/17 05:00:00+00,ae60cc34-815e-4539-a0a7-6beda9872193,375,17709
870,14719,1923132,49004,1754222,2021/01/18 05:00:00+00,8c8c421c-a0ac-49ac-a838-b944a11af38b,373,24589
871,15939,1939071,49402,1769935,2021/01/19 05:00:00+00,ebc983a9-0201-44a7-90d0-c6316f872fe1,398,15713
872,17908,1956979,49792,1786170,2021/01/20 05:00:00+00,f57590cc-ec34-47b5-b543-703895187e2c,390,16235
873,15366,1972345,50187,1801134,2021/01/21 05:00:00+00,80ad9e66-d87f-4776-bc8b-4a76a772f2fb,395,14964
874,15073,1987418,50586,1811552,2021/01/22 05:00:00+00,b9c8c008-b776-4ab8-95da-306dbd621651,399,10418
875,15551,2002969,50982,1822309,2021/01/23 05:00:00+00,ce3262a5-077d-44d5-acbe-717af67d22f8,396,10757
876,12516,2015485,51374,1832168,2021/01/24 05:00:00+00,fb9bd206-ecb8-4dd8-bf0b-e3b402c19767,392,9859
877,12261,2027746,51747,1849194,2021/01/25 05:00:00+00,be4ef7a4-c7c6-4826-8b42-47e9ee83960a,373,17026
878,13606,2041352,52128,1864904,2021/01/26 05:00:00+00,c303a285-dcc4-4708-81a9-6652fe1f47d6,381,15710
879,13953,2055305,52523,1880041,2021/01/27 05:00:00+00,626a096b-f2c6-4662-aa01-f81e4ebd11f4,395,15137
880,12270,2067575,52913,1894384,2021/01/28 05:00:00+00,5c8fd420-0e51-4dab-abb6-d5d6c3edb31c,390,14343
881,10058,2077633,53284,1909791,2021/01/29 05:00:00+00,416c0b02-4d1f-4d0e-99c8-8e6f2eaa148d,371,15407
882,9173,2086806,53650,1924401,2021/01/30 05:00:00+00,4e4f55bf-d1a0-4366-b6cc-cef368f332e2,366,14610
883,8078,2094884,53983,1938322,2021/01/31 05:00:00+00,68fc6754-d5ea-4446-a0cc-61fafd1f091a,333,13921
884,9622,2104506,54272,1954674,2021/02/01 05:00:00+00,47cec6cd-520c-4558-8bd3-ba395ae66110,289,16352
885,10091,2114597,54576,1971342,2021/02/02 05:00:00+00,7001749e-b315-41d5-ab55-57ea472ef90a,304,16668
886,11025,2125622,54877,1988958,2021/02/03 05:00:00+00,07c8fcfc-801a-496b-9fdf-27fcd68f831a,301,17616
887,9790,2135412,55131,2001135,2021/02/04 05:00:00+00,1a27716f-fee9-4469-aad9-bf5b49f71492,254,12177
888,7248,2142660,55403,2010941,2021/02/05 05:00:00+00,e706126e-6ca7-4ee6-933c-a9d17e1a6f79,272,9806
889,8547,2151207,55693,2022331,2021/02/06 05:00:00+00,4bb52bc0-58c8-444b-904a-fcfe658055a2,290,11390
890,6009,2157216,55993,2027333,2021/02/07 05:00:00+00,bb65f6a9-fea2-408d-99c9-94f990f0a556,300,5002
891,4246,2161462,56290,2034228,2021/02/08 05:00:00+00,ddd451f9-9dfd-4b0b-aa1c-d0eea60acc2d,297,6895
892,5442,2166904,56507,2048292,2021/02/09 05:00:00+00,9f2087c1-4fd2-429d-9392-c6f97c8897a0,217,14064
893,6443,2173347,56733,2055468,2021/02/10 05:00:00+00,1637ba00-e383-4038-a697-8ca4e5c5e1bf,226,7176
894,6294,2179641,56983,2065209,2021/02/11 05:00:00+00,adea36cc-ce8d-4947-bd3d-52d86fe94f2d,250,9741
895,5528,2185169,57196,2072793,2021/02/12 05:00:00+00,07fc282f-7f51-4ffd-9c6b-9528eef802df,213,7584
896,4947,2190116,57425,2078391,2021/02/13 05:00:00+00,6afbf3d0-bbfd-4ba3-8cc8-548c7054c9a2,229,5598
897,4923,2195039,57605,2083551,2021/02/14 05:00:00+00,3aa97797-a92d-480b-9ec9-efc4afe7426e,180,5160
898,3510,2198549,57786,2090467,2021/02/15 05:00:00+00,05405380-7cfd-4cca-9830-8da96255b2c2,181,6916
899,4049,2202598,57949,2095105,2021/02/16 05:00:00+00,b5f34896-8564-434c-9c0f-bf1b9d172480,163,4638
900,5103,2207701,58134,2099628,2021/02/17 05:00:00+00,73ac8f5b-cdae-4515-8c85-86ce3a95f38f,185,4523
901,4824,2212525,58334,2105445,2021/02/18 05:00:00+00,b6ebeef4-da6c-46db-b380-b8ea76bcf794,200,5817
902,4476,2217001,58511,2110562,2021/02/19 05:00:00+00,8ce8f0ce-dfd3-4ba1-9c51-d9fb617e877c,177,5117
903,5017,2222018,58685,2115470,2021/02/20 05:00:00+00,ae866f68-1c31-481a-8714-66ac436b3483,174,4908
904,4244,2226262,58834,2120366,2021/02/21 05:00:00+00,572816d0-3d2c-45f7-8bcb-7b41884e8907,149,4896
905,3401,2229663,58974,2124695,2021/02/22 05:00:00+00,3c79208a-c9c3-4d75-a334-5d8e03ab1515,140,4329
906,3926,2233589,59118,2129491,2021/02/23 05:00:00+00,60f33619-5ef0-4e20-9788-997a785c3c97,144,4796
907,3953,2237542,59260,2134054,2021/02/24 05:00:00+00,2fbeab28-8cb4-4089-802d-e77decc225a2,142,4563
908,3683,2241225,59396,2138193,2021/02/25 05:00:00+00,ed497238-c5d9-425b-84be-3716c9534984,136,4139
909,3567,2244792,59518,2141874,2021/02/26 05:00:00+00,18487726-ef68-46bb-8b88-f2e7427f4ef2,122,3681
910,3343,2248135,59660,2145450,2021/02/27 05:00:00+00,b0f3ab3a-b3e4-4e6c-b582-3fa328af7c89,142,3576
911,3555,2251690,59766,2148249,2021/02/28 05:00:00+00,364b3615-1942-4278-bc7c-4a81ec85c2b7,106,2799
912,3570,2255260,59866,2151633,2021/03/01 05:00:00+00,31105e39-f019-4577-92c1-0b7ff1032bfb,100,3384
913,4339,2259599,59972,2156057,2021/03/02 05:00:00+00,4975f47a-b9bf-44a4-8670-a742943811b8,106,4424
914,3047,2262646,60082,2160555,2021/03/03 05:00:00+00,91e8b974-38dc-4f39-a2dc-4caac97d51ca,110,4498
915,3565,2266211,60189,2164438,2021/03/04 05:00:00+00,e85438a3-0bc7-4bd4-924f-e82e8704ca50,107,3883
916,3371,2269582,60300,2168149,2021/03/05 05:00:00+00,1d9fd9bf-ad80-4f5b-9a89-61ddec37e9d9,111,3711
917,3663,2273245,60412,2172418,2021/03/06 05:00:00+00,7f244c18-ddb8-42e7-b701-1486a10aab37,112,4269
918,3411,2276656,60503,2177199,2021/03/07 05:00:00+00,6bd63783-c879-4ac0-9da2-3e1e91b4de2d,91,4781
919,2205,2278861,60598,2180768,2021/03/08 05:00:00+00,337cd489-e302-4b53-b500-beab79a9f77f,95,3569
920,3511,2282372,60676,2183635,2021/03/09 05:00:00+00,8bdf9bfe-23de-4d00-98ba-684921c21a73,78,2867
921,3588,2285960,60773,2187473,2021/03/10 05:00:00+00,4c7e5d3a-dbac-478a-a61f-6706eb597a28,97,3838
922,4579,2290539,60858,2191171,2021/03/11 05:00:00+00,4bcbf3e7-49d2-4c51-985c-acde4ce0120c,85,3698
923,4078,2294617,60950,2195569,2021/03/12 05:00:00+00,644d04e3-b97f-4219-b2ef-e51be62b90b6,92,4398
924,4465,2299082,61046,2199508,2021/03/13 05:00:00+00,0d5fe101-157c-40e8-b9a7-4a03fd430405,96,3939
925,4062,2303144,61143,2202580,2021/03/14 05:00:00+00,411be495-3c94-4b69-b71f-4df8bdb75835,97,3072
926,2740,2305884,61243,2206210,2021/03/15 05:00:00+00,f607571b-7342-4c06-a115-d37d261bff95,100,3630
927,3716,2309600,61368,2209224,2021/03/16 05:00:00+00,a1a019d4-02d9-442a-a844-76dd1cfb841f,125,3014
928,4554,2314154,61498,2212512,2021/03/17 05:00:00+00,03a63a80-2f98-48ce-871c-3844dacc791c,130,3288
929,5139,2319293,61636,2216945,2021/03/18 05:00:00+00,ead5d383-8425-47b6-8f1d-5a0ac824d825,138,4433
930,5133,2324426,61771,2221642,2021/03/19 05:00:00+00,509a582b-ff03-457c-9c7d-44f4d7b33784,135,4697
931,6761,2331187,61907,2225725,2021/03/20 05:00:00+00,cf340bec-ab0d-4a29-8c87-cee269543efe,136,4083
932,5963,2337150,62028,2230195,2021/03/21 05:00:00+00,b037fb2a-826b-48bf-ae6b-5c7f9b7d9124,121,4470
933,5128,2342278,62148,2235343,2021/03/22 05:00:00+00,ee644786-e23d-4821-a66b-e4e6c6254a6e,120,5148
934,4946,2347224,62274,2239936,2021/03/23 05:00:00+00,68be2e1a-340f-4e42-8f81-155a67091784,126,4593
935,5986,2353210,62394,2244522,2021/03/24 05:00:00+00,fa280ac0-7ae0-479b-837a-db8f76a38756,120,4586
936,6732,2359942,62519,2250063,2021/03/25 05:00:00+00,f2eff4f9-7bec-420b-917d-f8ae1e0b8b2a,125,5541
937,7395,2367337,62645,2255948,2021/03/26 05:00:00+00,02a0e875-6666-4d37-a445-973251959615,126,5885
938,8254,2375591,62790,2261373,2021/03/27 05:00:00+00,89cdeb59-bff7-4ef5-8f1b-4fbebff8a602,145,5425
939,7139,2382730,62955,2267760,2021/03/28 05:00:00+00,b4de5970-9048-42b0-b95c-fda0f78d9efb,165,6387
940,7049,2389779,63079,2273909,2021/03/29 05:00:00+00,e76de3f0-28a5-478d-925c-e60839e06d3d,124,6149
941,7952,2397731,63255,2279840,2021/03/30 05:00:00+00,def25f56-b16e-4fd5-a557-b34e552f8fc9,176,5931
942,8646,2406377,63422,2285515,2021/03/31 05:00:00+00,9359aec4-322c-4b4b-89e6-f1ded3848f8c,167,5675
943,11449,2417826,63614,2292803,2021/04/01 05:00:00+00,467b5f11-dd45-4666-910f-8a4dd79c198c,192,7288
944,10222,2428048,63777,2300887,2021/04/02 05:00:00+00,40634825-eede-493b-ad8d-f1efc542b749,163,8084
945,9149,2437197,63932,2309356,2021/04/03 05:00:00+00,40b56195-f400-40ef-8ce9-fd0339e4f834,155,8469
946,9022,2446219,64094,2317564,2021/04/04 05:00:00+00,7145a7cb-d959-4447-9ffa-c4709c92c4c1,162,8208
947,10190,2456409,64293,2325833,2021/04/05 05:00:00+00,b5bb3dd9-a758-4342-865c-03e28474276b,199,8269
948,11827,2468236,64524,2336356,2021/04/06 05:00:00+00,0aeb4a98-950a-4a9d-be38-eb8a3bb5d0d3,231,10523
949,11381,2479617,64767,2345471,2021/04/07 05:00:00+00,00d27ed3-008f-409b-bf52-85f061674868,243,9115
951,12464,2492081,65014,2355832,2021/04/08 05:00:00+00,c443b02a-50d0-4399-822c-7ee8932b9869,247,10361
952,12125,2504206,65283,2365566,2021/04/09 05:00:00+00,c7eba9ca-8424-4be1-8a17-a9f6c7b0e47c,269,9734
953,14509,2518715,65608,2375176,2021/04/10 05:00:00+00,8f1e94cc-492e-4250-b2c1-f1517cc77f2a,325,9610
954,17483,2536198,65889,2383785,2021/04/11 05:00:00+00,7cc8cb9b-fc35-400a-bf0a-164ba8ea63d9,281,8609
955,16739,2552937,66156,2395733,2021/04/12 05:00:00+00,dae47673-9db2-4165-91d7-6bae836e7d04,267,11948
956,16377,2569314,66482,2408624,2021/04/13 05:00:00+00,5b7a05e2-fde4-46cd-801d-d5a087e4aa10,326,12891
957,16487,2585801,66819,2419265,2021/04/14 05:00:00+00,7b073d0d-5bd5-4373-b655-07799e5152c1,337,10641
958,16918,2602719,67199,2432061,2021/04/15 05:00:00+00,39095e75-ab6e-43ae-9fc7-23781a0c4154,380,12796
959,16703,2619422,67564,2442453,2021/04/16 05:00:00+00,2e60e714-15b0-4113-a76d-d51588c1764b,365,10392
960,16654,2636076,67931,2457888,2021/04/17 05:00:00+00,bd6f4e5d-6902-4b01-b917-3c247ec56ab8,367,15435
961,16871,2652947,68328,2471498,2021/04/18 05:00:00+00,41353485-aeaf-4d9a-bb3c-2cf88dd6b7e3,397,13610
962,14189,2667136,68748,2488246,2021/04/19 05:00:00+00,05cc1c48-8850-4c03-825f-28f8de22aa8d,420,16748
963,16965,2684101,69177,2505738,2021/04/20 05:00:00+00,e1e4633d-d028-4f6c-8d1c-a2d82ca4bb2d,429,17492
964,17212,2701313,69596,2521944,2021/04/21 05:00:00+00,43cc4f4d-046f-44c2-b633-3fcc2c59997d,419,16206
965,19306,2720619,70026,2538020,2021/04/22 05:00:00+00,e49aed32-550a-4d73-a72d-442ce2f9b3ef,430,16076
966,19925,2740544,70446,2555619,2021/04/23 05:00:00+00,51d489c3-a0a8-48ea-a977-abb631d7ed79,420,17599
967,16730,2757274,70886,2573657,2021/04/24 05:00:00+00,eef4d287-d0e1-4dc9-bf55-adbd95193dae,440,18038
968,17190,2774464,71351,2588204,2021/04/25 05:00:00+00,9e0abbf3-ccb9-421a-87c5-b7e80d32c6a4,465,14547
969,12839,2787303,71799,2602489,2021/04/26 05:00:00+00,8cff985d-dbac-4905-973b-f3cecf4d86b5,448,14285
970,17578,2804881,72235,2616821,2021/04/27 05:00:00+00,a774b840-9953-452e-a5d7-9ba2a050a1b2,436,14332
971,19745,2824626,72725,2632699,2021/04/28 05:00:00+00,be288b9a-2f2b-4687-bcff-e8814893199f,490,15878
972,17308,2841934,73230,2650643,2021/04/29 05:00:00+00,da5fbc99-e7e8-4bc4-8133-b12b9d3a0475,505,17944
973,17790,2859724,73720,2669308,2021/04/30 05:00:00+00,e3dbdba4-99ed-4b2b-a95b-c32860d0599a,490,18665
974,18022,2877746,74215,2686399,2021/05/01 05:00:00+00,702eb88b-c927-452e-ab2a-eab0ba7c6be1,495,17091
975,15909,2893655,74700,2700594,2021/05/02 05:00:00+00,df832c99-6512-4bd0-acc7-d0943f0770dc,485,14195
976,11599,2905254,75164,2721317,2021/05/03 05:00:00+00,e15158bc-11ab-44f2-9829-8537fc9bb6df,464,20723
977,14551,2919805,75627,2737757,2021/05/04 05:00:00+00,0cc076f5-891f-49c8-8448-328bf8c66bf6,463,16440
978,14806,2934611,76015,2754940,2021/05/05 05:00:00+00,e1b8f541-0a65-43d4-9918-7119c8bd6a00,388,17183
979,16490,2951101,76414,2773220,2021/05/06 05:00:00+00,809d0e00-e2ef-4b6b-b9e6-36dd1e313d5c,399,18280
980,17517,2968618,76867,2788751,2021/05/07 05:00:00+00,0caac595-d4cd-49e2-8500-f9647e13b983,453,15531
981,16918,2985536,77359,2806310,2021/05/08 05:00:00+00,bf73ba24-b025-4212-abd7-ddf0051960d8,492,17559
982,17222,3002758,77854,2819874,2021/05/09 05:00:00+00,a7693eee-03dd-4d21-a050-21f8f244b5eb,495,13564
983,12543,3015301,78342,2835554,2021/05/10 05:00:00+00,9ce396bd-bfdd-40a3-9d3f-f7186bef13fb,488,15680
984,16425,3031726,78771,2848153,2021/05/11 05:00:00+00,f43d53ef-00fc-444d-a20c-dc396d2dfb99,429,12599
985,16993,3048719,79261,2859627,2021/05/12 05:00:00+00,b61bb474-2a3d-4276-a733-04b868f6375f,490,11474
986,19160,3067879,79760,2874656,2021/05/13 05:00:00+00,65ea4e95-43e6-47c9-a00c-62e830105d5e,499,15029
987,16581,3084460,80250,2888990,2021/05/14 05:00:00+00,b6139403-b5ef-4e84-9364-9674d710826d,490,14334
988,18873,3103333,80780,2902646,2021/05/15 05:00:00+00,bdd9d73c-3bef-4f58-a267-5d391988119b,530,13656
989,15093,3118426,81300,2917584,2021/05/16 05:00:00+00,7715b860-cfa3-428f-a25e-de195d14d40a,520,14938
990,12984,3131410,81809,2931280,2021/05/17 05:00:00+00,2120ced2-09e6-412d-b1bd-79598d85dc60,509,13696
991,13137,3144547,82291,2947661,2021/05/18 05:00:00+00,3aebe940-71a8-415b-9fc6-25190b09aec0,482,16381
992,16579,3161126,82743,2961313,2021/05/19 05:00:00+00,05c4020f-fd70-40a5-b955-df65e2148380,452,13652
993,16086,3177212,83233,2979233,2021/05/20 05:00:00+00,8e0317e4-1b68-41d7-a70e-64c8bc42df6c,490,17920
994,14838,3192050,83719,2998123,2021/05/21 05:00:00+00,1faba519-9555-4f36-b62e-7d1c65603596,486,18890
995,18737,3210787,84228,3011234,2021/05/22 05:00:00+00,08a85042-8c50-4266-930a-fa44c5b920c2,509,13111
996,21669,3232456,84724,3026277,2021/05/23 05:00:00+00,c4d80898-2979-46c8-aa85-02bd9ec013c4,496,15043
997,16977,3249433,85207,3046147,2021/05/24 05:00:00+00,03cf89c5-3088-413a-9a58-9980951e268e,483,19870
998,21181,3270614,85666,3063330,2021/05/25 05:00:00+00,dd7da907-a9e1-4063-82a1-094df5d9f0f1,459,17183
999,23487,3294101,86180,3078965,2021/05/26 05:00:00+00,3b3c155a-278c-4363-8aad-1b132ef311fe,514,15635
1000,25092,3319193,86692,3101390,2021/05/27 05:00:00+00,fdf41d23-6250-4f61-9b98-46c0f0cbb5f9,512,22425
1001,23374,3342567,87207,3121888,2021/05/28 05:00:00+00,89ca6ba4-a6a6-49e5-9c42-84e422ed5ed5,515,20498
1002,20494,3363061,87747,3141549,2021/05/29 05:00:00+00,2913ba28-6dae-43cb-82f4-be28fc47956e,540,19661
1003,20218,3383279,88282,3153961,2021/05/30 05:00:00+00,562c2f44-878e-4510-81ca-dce3beb22f8b,535,12412
1004,23177,3406456,88774,3169573,2021/05/31 05:00:00+00,25f31e9a-cebb-4abd-8c10-f876e92ec6d9,492,15612
